window,capture_start,capture_stop,usable_start,usable_stop,timestamp,center_frequency,noise_floor,average_power,minimum_power,peak_power,peak_frequency,dynamic_range,bin_width,fft_size,sample_rate,gain
924,1441318552.5154457,1443718552.5154457,1441558552.5154457,1443478552.5154457,2026-07-09T22:55:26.784162+00:00,1442518552.5154457,9.776144940661364,9.570609921818564,-30.075935987220987,36.077273776559686,1441712009.5466957,26.30112883589832,146.484375,16384,2400000.0,0.0
925,1442854368.9320388,1445254368.9320388,1443094368.9320388,1445014368.9320388,2026-07-09T22:55:26.841848+00:00,1444054368.9320388,10.857232586350278,10.672537700483103,-37.77582218829986,33.46306602562406,1443391966.5882888,22.60583343927378,146.484375,16384,2400000.0,0.0
926,1444390185.3486319,1446790185.3486319,1444630185.3486319,1446550185.3486319,2026-07-09T22:55:26.899174+00:00,1445590185.3486319,11.600436728476431,11.281703913023904,-44.589820825368875,32.97266007668574,1445087890.4267569,21.37222334820931,146.484375,16384,2400000.0,0.0
927,1445926001.765225,1448326001.765225,1446166001.765225,1448086001.765225,2026-07-09T22:55:26.955932+00:00,1447126001.765225,11.854815429511483,11.305459724244336,-42.0297692488886,31.810236812120266,1447439917.78085,19.955421382608783,146.484375,16384,2400000.0,0.0
928,1447461818.181818,1449861818.181818,1447701818.181818,1449621818.181818,2026-07-09T22:55:27.013518+00:00,1448661818.181818,11.946455954319152,11.372595808891774,-28.059845701638046,28.995786522996838,1447911671.697443,17.049330568677686,146.484375,16384,2400000.0,0.0
929,1448997634.5984113,1451397634.5984113,1449237634.5984113,1451157634.5984113,2026-07-09T22:55:27.070385+00:00,1450197634.5984113,11.66891999325765,10.93833145868844,-29.956711415124353,28.09959808803978,1449600124.8327863,16.43067809478213,146.484375,16384,2400000.0,0.0
930,1450533451.0150044,1452933451.0150044,1450773451.0150044,1452693451.0150044,2026-07-09T22:55:27.127377+00:00,1451733451.0150044,9.994372880841505,9.344709170936456,-35.61651197749665,26.425057159719138,1450868900.2337544,16.430684278877635,146.484375,16384,2400000.0,0.0
931,1452069267.4315975,1454469267.4315975,1452309267.4315975,1454229267.4315975,2026-07-09T22:55:27.185757+00:00,1453269267.4315975,8.380862057247713,7.585566411021281,-34.45097988859226,35.015500158732095,1454399980.3222225,26.634638101484384,146.484375,16384,2400000.0,0.0
932,1453605083.8481905,1456005083.8481905,1453845083.8481905,1455765083.8481905,2026-07-09T22:55:27.245399+00:00,1454805083.8481905,6.85894156912529,6.153921828557543,-35.44860830166446,38.964291262875534,1454399908.0669405,32.10534969375024,146.484375,16384,2400000.0,0.0
933,1455140900.2647836,1457540900.2647836,1455380900.2647836,1457300900.2647836,2026-07-09T22:55:27.303109+00:00,1456340900.2647836,5.810927274924817,4.964919829866179,-40.211526740583466,21.41832392918111,1455430206.9054086,15.607396654256293,146.484375,16384,2400000.0,0.0
934,1456676716.6813767,1459076716.6813767,1456916716.6813767,1458836716.6813767,2026-07-09T22:55:27.359640+00:00,1457876716.6813767,5.295306452281294,4.477696608300542,-36.17715404370658,18.552745189720795,1458059236.2126267,13.2574387374395,146.484375,16384,2400000.0,0.0
935,1458212533.09797,1460612533.09797,1458452533.09797,1460372533.09797,2026-07-09T22:55:27.416410+00:00,1459412533.09797,4.787618468417831,3.9717979387613696,-31.362711997575726,19.3709319224092,1459447249.894845,14.583313453991368,146.484375,16384,2400000.0,0.0
936,1459748349.514563,1462148349.514563,1459988349.514563,1461908349.514563,2026-07-09T22:55:27.473468+00:00,1460948349.514563,4.547060918333727,3.7693068826300102,-39.94948724066188,19.190122199877486,1460948349.514563,14.643061281543758,146.484375,16384,2400000.0,0.0
937,1461284165.9311562,1463684165.9311562,1461524165.9311562,1463444165.9311562,2026-07-09T22:55:27.530358+00:00,1462484165.9311562,3.6918928318593096,2.8459486477336817,-43.35480180078298,17.415926695561048,1462484165.9311562,13.724033863701738,146.484375,16384,2400000.0,0.0
938,1462819982.3477492,1465219982.3477492,1463059982.3477492,1464979982.3477492,2026-07-09T22:55:27.589436+00:00,1464019982.3477492,3.207491283183894,2.3276156427534302,-38.161488678128535,21.982365098788247,1463999913.9883742,18.77487381560435,146.484375,16384,2400000.0,0.0
939,1464355798.7643423,1466755798.7643423,1464595798.7643423,1466515798.7643423,2026-07-09T22:55:27.647502+00:00,1465555798.7643423,3.0873436566090433,2.1666469686607277,-40.224914703876195,19.305449853252686,1465555798.7643423,16.218106196643642,146.484375,16384,2400000.0,0.0
940,1465891615.1809354,1468291615.1809354,1466131615.1809354,1468051615.1809354,2026-07-09T22:55:27.704319+00:00,1467091615.1809354,2.948370377919817,2.1005009847842055,-36.57270564245574,18.677235246794837,1467091615.1809354,15.72886486887502,146.484375,16384,2400000.0,0.0
941,1467427431.5975287,1469827431.5975287,1467667431.5975287,1469587431.5975287,2026-07-09T22:55:27.760814+00:00,1468627431.5975287,3.300604051112021,2.410398139979212,-34.349740934539874,35.68546388159276,1468800136.6756537,32.384859830480735,146.484375,16384,2400000.0,0.0
942,1468963248.0141218,1471363248.0141218,1469203248.0141218,1471123248.0141218,2026-07-09T22:55:27.817186+00:00,1470163248.0141218,3.020185876689331,2.2277559491700254,-55.5593518799489,21.697439388680554,1469322281.2172468,18.67725351199122,146.484375,16384,2400000.0,0.0
943,1470499064.4307148,1472899064.4307148,1470739064.4307148,1472659064.4307148,2026-07-09T22:55:27.874903+00:00,1471699064.4307148,2.7276237074782816,1.8771481731120556,-42.94732934089378,19.423901449236006,1471699064.4307148,16.696277741757726,146.484375,16384,2400000.0,0.0
944,1472034880.847308,1474434880.847308,1472274880.847308,1474194880.847308,2026-07-09T22:55:27.931961+00:00,1473234880.847308,2.2230821955600812,1.3462618605490568,-42.54054749280773,20.63327856181957,1473234880.847308,18.410196366259488,146.484375,16384,2400000.0,0.0
945,1473570697.263901,1475970697.263901,1473810697.263901,1475730697.263901,2026-07-09T22:55:27.990606+00:00,1474770697.263901,1.814126909309086,0.9049619333020728,-40.79603108390076,18.092960117857693,1474770697.263901,16.27883320854861,146.484375,16384,2400000.0,0.0
946,1475106513.680494,1477506513.680494,1475346513.680494,1477266513.680494,2026-07-09T22:55:28.049163+00:00,1476306513.680494,1.697976770637993,0.8477690610353696,-40.906785173225764,19.408864844927603,1476306513.680494,17.71088807428961,146.484375,16384,2400000.0,0.0
947,1476642330.0970874,1479042330.0970874,1476882330.0970874,1478802330.0970874,2026-07-09T22:55:28.107441+00:00,1477842330.0970874,1.6696121201291754,0.8055590827368355,-42.73955436317159,18.954980767914034,1477842330.0970874,17.285368647784857,146.484375,16384,2400000.0,0.0
948,1478178146.5136805,1480578146.5136805,1478418146.5136805,1480338146.5136805,2026-07-09T22:55:28.166400+00:00,1479378146.5136805,1.478696742825073,0.6455240911110798,-38.97221673778298,20.14199983458426,1479378146.5136805,18.66330309175919,146.484375,16384,2400000.0,0.0
949,1479713962.9302735,1482113962.9302735,1479953962.9302735,1481873962.9302735,2026-07-09T22:55:28.224666+00:00,1480913962.9302735,1.3922713001823324,0.4381105991818266,-34.124411001047704,20.364575533034426,1480913962.9302735,18.972304232852093,146.484375,16384,2400000.0,0.0
950,1481249779.3468666,1483649779.3468666,1481489779.3468666,1483409779.3468666,2026-07-09T22:55:28.285414+00:00,1482449779.3468666,1.4667909330362203,0.5863551552157819,-44.7601569984858,33.91125251959445,1483199925.8312416,32.444461586558226,146.484375,16384,2400000.0,0.0
951,1482785595.7634597,1485185595.7634597,1483025595.7634597,1484945595.7634597,2026-07-09T22:55:28.347478+00:00,1483985595.7634597,1.4347686305406997,0.6169424629097429,-39.53529911962657,33.48669877641183,1483199853.5759597,32.051930145871125,146.484375,16384,2400000.0,0.0
952,1484321412.180053,1486721412.180053,1484561412.180053,1486481412.180053,2026-07-09T22:55:28.406692+00:00,1485521412.180053,1.3305890130862252,0.4844625190187321,-44.84927526716669,18.497749796682484,1485521412.180053,17.16716078359626,146.484375,16384,2400000.0,0.0
953,1485857228.596646,1488257228.596646,1486097228.596646,1488017228.596646,2026-07-09T22:55:28.463530+00:00,1487057228.596646,1.2486144907197667,0.3222827974310395,-44.11286477186421,20.090225970544097,1487057228.596646,18.84161147982433,146.484375,16384,2400000.0,0.0
954,1487393045.0132391,1489793045.0132391,1487633045.0132391,1489553045.0132391,2026-07-09T22:55:28.520449+00:00,1488593045.0132391,1.215597981946005,0.3189900472803826,-37.8769966739172,17.207272554001747,1487994949.3101141,15.991674572055743,146.484375,16384,2400000.0,0.0
955,1488928861.4298322,1491328861.4298322,1489168861.4298322,1491088861.4298322,2026-07-09T22:55:28.577487+00:00,1490128861.4298322,1.063992432376157,0.1861609817522063,-35.19822552829633,18.527561634536404,1490128861.4298322,17.463569202160247,146.484375,16384,2400000.0,0.0
956,1490464677.8464253,1492864677.8464253,1490704677.8464253,1492624677.8464253,2026-07-09T22:55:28.634411+00:00,1491664677.8464253,0.946551878209687,0.012471646924572935,-39.93224655929421,19.164649953362392,1491664677.8464253,18.218098075152707,146.484375,16384,2400000.0,0.0
957,1492000494.2630184,1494400494.2630184,1492240494.2630184,1494160494.2630184,2026-07-09T22:55:28.691445+00:00,1493200494.2630184,0.8937180120049972,-0.005786219221692784,-41.07850515211422,20.213938506825315,1493200494.2630184,19.32022049482032,146.484375,16384,2400000.0,0.0
958,1493536310.6796117,1495936310.6796117,1493776310.6796117,1495696310.6796117,2026-07-09T22:55:28.749417+00:00,1494736310.6796117,0.9156063852595766,0.04672890222442058,-36.318523614272834,18.561843337380314,1494736310.6796117,17.646236952120738,146.484375,16384,2400000.0,0.0
959,1495072127.0962048,1497472127.0962048,1495312127.0962048,1497232127.0962048,2026-07-09T22:55:28.807636+00:00,1496272127.0962048,0.9511405029411982,0.13409058014286526,-38.001503779176154,20.66284986073719,1495588777.4868298,19.711709357795993,146.484375,16384,2400000.0,0.0
960,1496607943.5127978,1499007943.5127978,1496847943.5127978,1498767943.5127978,2026-07-09T22:55:28.864830+00:00,1497807943.5127978,0.944913825861999,0.15107504499525143,-46.35225479863002,28.338427962321756,1497600082.1846728,27.393514136459757,146.484375,16384,2400000.0,0.0
961,1498143759.929391,1500543759.929391,1498383759.929391,1500303759.929391,2026-07-09T22:55:28.923092+00:00,1499343759.929391,0.9233886758991765,0.09863787083125644,-39.36389004894806,18.668722894144928,1500000009.929391,17.745334218245752,146.484375,16384,2400000.0,0.0
962,1499679576.345984,1502079576.345984,1499919576.345984,1501839576.345984,2026-07-09T22:55:28.981790+00:00,1500879576.345984,0.7390714334955958,-0.1151109247536843,-41.6003481792427,19.25279436090153,1500879576.345984,18.513722927405933,146.484375,16384,2400000.0,0.0
963,1501215392.762577,1503615392.762577,1501455392.762577,1503375392.762577,2026-07-09T22:55:29.040747+00:00,1502415392.762577,0.7211112392455576,-0.19142237892781694,-36.70328762922425,20.36535165651575,1502415392.762577,19.64424041727019,146.484375,16384,2400000.0,0.0
964,1502751209.1791704,1505151209.1791704,1502991209.1791704,1504911209.1791704,2026-07-09T22:55:29.098591+00:00,1503951209.1791704,0.6752697029446711,-0.24033470478555438,-44.049916187950004,16.721624004960244,1503951209.1791704,16.046354302015573,146.484375,16384,2400000.0,0.0
965,1504287025.5957634,1506687025.5957634,1504527025.5957634,1506447025.5957634,2026-07-09T22:55:29.157072+00:00,1505487025.5957634,0.6990488268107867,-0.2106832678661541,-38.53328538030043,18.694184848182445,1505487025.5957634,17.995136021371657,146.484375,16384,2400000.0,0.0
966,1505822842.0123565,1508222842.0123565,1506062842.0123565,1507982842.0123565,2026-07-09T22:55:29.215413+00:00,1507022842.0123565,0.6298417500722935,-0.18880010299850433,-39.967564226789705,19.3353939502432,1507022842.0123565,18.705552200170906,146.484375,16384,2400000.0,0.0
967,1507358658.4289496,1509758658.4289496,1507598658.4289496,1509518658.4289496,2026-07-09T22:55:29.272872+00:00,1508558658.4289496,0.6869322738108201,-0.175791887521485,-40.969289804046056,18.135978289583967,1508558658.4289496,17.449046015773146,146.484375,16384,2400000.0,0.0
968,1508894474.8455427,1511294474.8455427,1509134474.8455427,1511054474.8455427,2026-07-09T22:55:29.331710+00:00,1510094474.8455427,0.8124199542360624,-0.13480171561016296,-36.56714689679597,19.630296109786826,1510094474.8455427,18.817876155550763,146.484375,16384,2400000.0,0.0
969,1510430291.2621357,1512830291.2621357,1510670291.2621357,1512590291.2621357,2026-07-09T22:55:29.389508+00:00,1511630291.2621357,0.7286891018572603,-0.16369397915932463,-32.85591278451748,31.98267260117582,1511999871.3402607,31.25398349931856,146.484375,16384,2400000.0,0.0
970,1511966107.678729,1514366107.678729,1512206107.678729,1514126107.678729,2026-07-09T22:55:29.447183+00:00,1513166107.678729,0.6395613562322271,-0.20137745092960854,-45.19449523143419,24.267696599429357,1511999799.084979,23.62813524319713,146.484375,16384,2400000.0,0.0
971,1513501924.0953221,1515901924.0953221,1513741924.0953221,1515661924.0953221,2026-07-09T22:55:29.504137+00:00,1514701924.0953221,0.6380359206188291,-0.24010801571240242,-36.935617601964324,19.919812436043433,1514701924.0953221,19.281776515424603,146.484375,16384,2400000.0,0.0
972,1515037740.5119152,1517437740.5119152,1515277740.5119152,1517197740.5119152,2026-07-09T22:55:29.561233+00:00,1516237740.5119152,0.6799435794600761,-0.23042349465655154,-45.44243618422211,20.737078549931486,1516237740.5119152,20.05713497047141,146.484375,16384,2400000.0,0.0
973,1516573556.9285083,1518973556.9285083,1516813556.9285083,1518733556.9285083,2026-07-09T22:55:29.619357+00:00,1517773556.9285083,0.6942123808269243,-0.20622779881254205,-33.74130408373685,18.975146220552233,1517773556.9285083,18.280933839725307,146.484375,16384,2400000.0,0.0
974,1518109373.3451014,1520509373.3451014,1518349373.3451014,1520269373.3451014,2026-07-09T22:55:29.677441+00:00,1519309373.3451014,0.5778439234250955,-0.24356411847195547,-39.281145009121936,19.84060950206826,1519309373.3451014,19.262765578643165,146.484375,16384,2400000.0,0.0
975,1519645189.7616944,1522045189.7616944,1519885189.7616944,1521805189.7616944,2026-07-09T22:55:29.735433+00:00,1520845189.7616944,0.6577742136447831,-0.23703073953521808,-62.69935626631033,18.746426496869237,1520845189.7616944,18.088652283224455,146.484375,16384,2400000.0,0.0
976,1521181006.1782877,1523581006.1782877,1521421006.1782877,1523341006.1782877,2026-07-09T22:55:29.793503+00:00,1522381006.1782877,0.5049872217470752,-0.30694465555239064,-36.45540801391938,19.522074627568443,1522381006.1782877,19.017087405821368,146.484375,16384,2400000.0,0.0
977,1522716822.5948808,1525116822.5948808,1522956822.5948808,1524876822.5948808,2026-07-09T22:55:29.852230+00:00,1523916822.5948808,0.6009063351567254,-0.31985959071755665,-39.45736727752735,19.302654013391404,1523916822.5948808,18.70174767823468,146.484375,16384,2400000.0,0.0
978,1524252639.011474,1526652639.011474,1524492639.011474,1526412639.011474,2026-07-09T22:55:29.910534+00:00,1525452639.011474,0.598380698420357,-0.26637944269534725,-39.40738903676104,26.481507780374272,1526400099.948974,25.883127081953916,146.484375,16384,2400000.0,0.0
979,1525788455.428067,1528188455.428067,1526028455.428067,1527948455.428067,2026-07-09T22:55:29.969867+00:00,1526988455.428067,0.5111325218317002,-0.3542871759226326,-58.336946664966675,27.18239405576627,1526400027.693692,26.67126153393457,146.484375,16384,2400000.0,0.0
980,1527324271.84466,1529724271.84466,1527564271.84466,1529484271.84466,2026-07-09T22:55:30.028672+00:00,1528524271.84466,0.7545899194113311,-0.17247806515310193,-61.035978471994,17.50007173841314,1528524271.84466,16.74548181900181,146.484375,16384,2400000.0,0.0
981,1528860088.261253,1531260088.261253,1529100088.261253,1531020088.261253,2026-07-09T22:55:30.087866+00:00,1530060088.261253,0.5413924041804408,-0.35655978790657217,-46.629966486860724,20.639851870735555,1530060088.261253,20.098459466555113,146.484375,16384,2400000.0,0.0
982,1530395904.6778464,1532795904.6778464,1530635904.6778464,1532555904.6778464,2026-07-09T22:55:30.146880+00:00,1531595904.6778464,0.6321653833897103,-0.2980319327116385,-46.02456985989398,18.56659729320467,1531595904.6778464,17.934431909814958,146.484375,16384,2400000.0,0.0
983,1531931721.0944395,1534331721.0944395,1532171721.0944395,1534091721.0944395,2026-07-09T22:55:30.206544+00:00,1533131721.0944395,0.47099172646955845,-0.40296871650884314,-39.78256885162837,20.517724689361906,1533131721.0944395,20.046732962892346,146.484375,16384,2400000.0,0.0
984,1533467537.5110326,1535867537.5110326,1533707537.5110326,1535627537.5110326,2026-07-09T22:55:30.265711+00:00,1534667537.5110326,0.5437740472315814,-0.37300210394011263,-42.8163503658451,20.13442492635656,1534667537.5110326,19.590650879124976,146.484375,16384,2400000.0,0.0
985,1535003353.9276257,1537403353.9276257,1535243353.9276257,1537163353.9276257,2026-07-09T22:55:30.324666+00:00,1536203353.9276257,0.5446161676529121,-0.3464211638044745,-40.27134369892421,18.99685399980116,1536203353.9276257,18.45223783214825,146.484375,16384,2400000.0,0.0
986,1536539170.3442187,1538939170.3442187,1536779170.3442187,1538699170.3442187,2026-07-09T22:55:30.384597+00:00,1537739170.3442187,0.6895894901800432,-0.2529463799367379,-44.09379153489606,19.800837542169187,1537739170.3442187,19.111248051989143,146.484375,16384,2400000.0,0.0
987,1538074986.760812,1540474986.760812,1538314986.760812,1540234986.760812,2026-07-09T22:55:30.442899+00:00,1539274986.760812,0.6448402030261411,-0.24386013690493513,-40.656983016248944,20.27438047602535,1539274986.760812,19.629540272999208,146.484375,16384,2400000.0,0.0
988,1539610803.177405,1542010803.177405,1539850803.177405,1541770803.177405,2026-07-09T22:55:30.503280+00:00,1540810803.177405,0.6656086675356844,-0.22011254343075956,-40.965725477071246,31.540572430829727,1540799816.84928,30.87496376329404,146.484375,16384,2400000.0,0.0
989,1541146619.5939982,1543546619.5939982,1541386619.5939982,1543306619.5939982,2026-07-09T22:55:30.562527+00:00,1542346619.5939982,0.7163281770225629,-0.16411600542047583,-35.67492693994724,19.958619673245718,1542346619.5939982,19.242291496223153,146.484375,16384,2400000.0,0.0
990,1542682436.0105913,1545082436.0105913,1542922436.0105913,1544842436.0105913,2026-07-09T22:55:30.620157+00:00,1543882436.0105913,0.6229867813315415,-0.2837232030811675,-40.90785087822468,20.860098154714667,1543882436.0105913,20.237111373383126,146.484375,16384,2400000.0,0.0
991,1544218252.4271843,1546618252.4271843,1544458252.4271843,1546378252.4271843,2026-07-09T22:55:30.679818+00:00,1545418252.4271843,0.5843662965492957,-0.3062432171866404,-41.416536840421,19.064541857182142,1545418252.4271843,18.480175560632848,146.484375,16384,2400000.0,0.0
992,1545754068.8437774,1548154068.8437774,1545994068.8437774,1547914068.8437774,2026-07-09T22:55:30.737496+00:00,1546954068.8437774,0.5376461999719762,-0.34523564907729987,-42.67933281953023,18.08334899672303,1546954068.8437774,17.54570279675105,146.484375,16384,2400000.0,0.0
993,1547289885.2603707,1549689885.2603707,1547529885.2603707,1549449885.2603707,2026-07-09T22:55:30.794868+00:00,1548489885.2603707,0.5935018373916714,-0.27752547637079034,-57.132325062194425,19.253477296326807,1548489885.2603707,18.659975458935136,146.484375,16384,2400000.0,0.0
994,1548825701.6769638,1551225701.6769638,1549065701.6769638,1550985701.6769638,2026-07-09T22:55:30.851984+00:00,1550025701.6769638,0.6719088039996617,-0.18840125860991025,-44.30392896076005,17.399759241660128,1550025701.6769638,16.727850437660464,146.484375,16384,2400000.0,0.0
995,1550361518.093557,1552761518.093557,1550601518.093557,1552521518.093557,2026-07-09T22:55:30.909817+00:00,1551561518.093557,0.5542531342963959,-0.3130552693174321,-49.14507518232039,18.881471160525635,1551561518.093557,18.32721802622924,146.484375,16384,2400000.0,0.0
996,1551897334.51015,1554297334.51015,1552137334.51015,1554057334.51015,2026-07-09T22:55:30.968271+00:00,1553097334.51015,0.5783520319121669,-0.36176654794460117,-45.158217458374864,19.504027478522318,1553097334.51015,18.92567544661015,146.484375,16384,2400000.0,0.0
997,1553433150.926743,1555833150.926743,1553673150.926743,1555593150.926743,2026-07-09T22:55:31.026923+00:00,1554633150.926743,0.6276813664359073,-0.21514202959664142,-43.95829235409947,19.670218697693997,1555200045.457993,19.04253733125809,146.484375,16384,2400000.0,0.0
998,1554968967.343336,1557368967.343336,1555208967.343336,1557128967.343336,2026-07-09T22:55:31.085335+00:00,1556168967.343336,0.6469156724681253,-0.20213313823875678,-42.77813268290812,19.184091523237882,1556168967.343336,18.537175850769756,146.484375,16384,2400000.0,0.0
999,1556504783.7599294,1558904783.7599294,1556744783.7599294,1558664783.7599294,2026-07-09T22:55:31.142714+00:00,1557704783.7599294,0.6110813783063893,-0.29044637732691586,-40.55550606526392,19.822805184481947,1557704783.7599294,19.211723806175556,146.484375,16384,2400000.0,0.0
1000,1558040600.1765225,1560440600.1765225,1558280600.1765225,1560200600.1765225,2026-07-09T22:55:31.201606+00:00,1559240600.1765225,0.6481141332908603,-0.24780360643692648,-40.94128525346718,20.569065994741564,1559240600.1765225,19.920951861450703,146.484375,16384,2400000.0,0.0
1001,1559576416.5931156,1561976416.5931156,1559816416.5931156,1561736416.5931156,2026-07-09T22:55:31.261231+00:00,1560776416.5931156,0.6956435359097228,-0.20131440078589558,-41.72571732256336,19.479751080249965,1560776416.5931156,18.78410754434024,146.484375,16384,2400000.0,0.0
1002,1561112233.0097086,1563512233.0097086,1561352233.0097086,1563272233.0097086,2026-07-09T22:55:31.318797+00:00,1562312233.0097086,0.5621562337507559,-0.308294525954262,-45.87340402395314,20.218723583557544,1562312233.0097086,19.65656734980679,146.484375,16384,2400000.0,0.0
1003,1562648049.4263017,1565048049.4263017,1562888049.4263017,1564808049.4263017,2026-07-09T22:55:31.378648+00:00,1563848049.4263017,0.5217199118860876,-0.3637702494477356,-45.8861716062397,20.94822968164639,1563848049.4263017,20.4265097697603,146.484375,16384,2400000.0,0.0
1004,1564183865.8428948,1566583865.8428948,1564423865.8428948,1566343865.8428948,2026-07-09T22:55:31.436688+00:00,1565383865.8428948,0.7235707189424518,-0.12682015073739145,-39.25322162768716,17.96526205098322,1565383865.8428948,17.24169133204077,146.484375,16384,2400000.0,0.0
1005,1565719682.259488,1568119682.259488,1565959682.259488,1567879682.259488,2026-07-09T22:55:31.494379+00:00,1566919682.259488,0.6412224329613896,-0.16098627385449055,-36.954228726669044,18.762848105579714,1566919682.259488,18.121625672618325,146.484375,16384,2400000.0,0.0
1006,1567255498.6760812,1569655498.6760812,1567495498.6760812,1569415498.6760812,2026-07-09T22:55:31.551799+00:00,1568455498.6760812,0.637036889237149,-0.2510741368919464,-43.02095481161119,27.548982465958588,1569599834.6135812,26.91194557672144,146.484375,16384,2400000.0,0.0
1007,1568791315.0926743,1571191315.0926743,1569031315.0926743,1570951315.0926743,2026-07-09T22:55:31.609324+00:00,1569991315.0926743,0.5862664666545179,-0.2547172824340189,-38.7570988844675,31.544527647582722,1569599762.3582993,30.958261180928204,146.484375,16384,2400000.0,0.0
1008,1570327131.5092673,1572727131.5092673,1570567131.5092673,1572487131.5092673,2026-07-09T22:55:31.666392+00:00,1571527131.5092673,0.7194802148189563,-0.18991861056277737,-36.674180595106364,18.453322808913633,1571527131.5092673,17.733842594094675,146.484375,16384,2400000.0,0.0
1009,1571862947.9258604,1574262947.9258604,1572102947.9258604,1574022947.9258604,2026-07-09T22:55:31.724531+00:00,1573062947.9258604,0.5123399241293765,-0.38761676354734376,-41.53228119719971,18.294140914742062,1573062947.9258604,17.781800990612687,146.484375,16384,2400000.0,0.0
1010,1573398764.3424535,1575798764.3424535,1573638764.3424535,1575558764.3424535,2026-07-09T22:55:31.783100+00:00,1574598764.3424535,0.560628201089916,-0.2972022733464429,-38.43456642124845,18.603270874532246,1574598764.3424535,18.04264267344233,146.484375,16384,2400000.0,0.0
1011,1574934580.7590468,1577334580.7590468,1575174580.7590468,1577094580.7590468,2026-07-09T22:55:31.842304+00:00,1576134580.7590468,0.5301687660102917,-0.35761738706987956,-48.55599705992237,17.357322718544957,1576134580.7590468,16.827153952534665,146.484375,16384,2400000.0,0.0
1012,1576470397.1756399,1578870397.1756399,1576710397.1756399,1578630397.1756399,2026-07-09T22:55:31.900449+00:00,1577670397.1756399,0.6112677223591312,-0.25945218748022336,-36.61166587673068,21.097514790977897,1577670397.1756399,20.486247068618766,146.484375,16384,2400000.0,0.0
1013,1578006213.592233,1580406213.592233,1578246213.592233,1580166213.592233,2026-07-09T22:55:31.958780+00:00,1579206213.592233,0.6130303523841996,-0.2876718894808882,-41.237187442121225,19.826877817373024,1579206213.592233,19.213847464988824,146.484375,16384,2400000.0,0.0
1014,1579542030.008826,1581942030.008826,1579782030.008826,1581702030.008826,2026-07-09T22:55:32.018543+00:00,1580742030.008826,0.560220995340704,-0.3811210088204873,-44.07305814432357,19.858713779268655,1580742030.008826,19.29849278392795,146.484375,16384,2400000.0,0.0
1015,1581077846.425419,1583477846.425419,1581317846.425419,1583237846.425419,2026-07-09T22:55:32.077254+00:00,1582277846.425419,0.6912501082452842,-0.22406343415045768,-40.04304918768941,20.431314364853872,1582277846.425419,19.740064256608587,146.484375,16384,2400000.0,0.0
1016,1582613662.8420122,1585013662.8420122,1582853662.8420122,1584773662.8420122,2026-07-09T22:55:32.136397+00:00,1583813662.8420122,0.5588709270761762,-0.32269083857919917,-41.28318933317001,28.83462229588835,1583999990.9670122,28.275751368812177,146.484375,16384,2400000.0,0.0
1017,1584149479.2586055,1586549479.2586055,1584389479.2586055,1586309479.2586055,2026-07-09T22:55:32.194480+00:00,1585349479.2586055,0.4703071449785601,-0.3449359938679676,-41.73169644538972,20.57166350857837,1585349479.2586055,20.101356363599812,146.484375,16384,2400000.0,0.0
1018,1585685295.6751986,1588085295.6751986,1585925295.6751986,1587845295.6751986,2026-07-09T22:55:32.252819+00:00,1586885295.6751986,0.6063206756501377,-0.36489612081595646,-54.73096299497422,20.72938065620876,1586885295.6751986,20.123059980558622,146.484375,16384,2400000.0,0.0
1019,1587221112.0917916,1589621112.0917916,1587461112.0917916,1589381112.0917916,2026-07-09T22:55:32.310613+00:00,1588421112.0917916,0.6509176978044164,-0.2989544438948056,-44.516383925231075,20.043282755231107,1588421112.0917916,19.39236505742669,146.484375,16384,2400000.0,0.0
1020,1588756928.5083847,1591156928.5083847,1588996928.5083847,1590916928.5083847,2026-07-09T22:55:32.369009+00:00,1589956928.5083847,0.5466772578136765,-0.3454851463754963,-51.22582701948214,19.181983819672304,1589956928.5083847,18.635306561858627,146.484375,16384,2400000.0,0.0
1021,1590292744.9249778,1592692744.9249778,1590532744.9249778,1592452744.9249778,2026-07-09T22:55:32.428333+00:00,1591492744.9249778,0.5359592404508693,-0.4135067254361472,-46.12498059366412,20.271766523987505,1591492744.9249778,19.735807283536637,146.484375,16384,2400000.0,0.0
1022,1591828561.3415709,1594228561.3415709,1592068561.3415709,1593988561.3415709,2026-07-09T22:55:32.486388+00:00,1593028561.3415709,0.46136012004274923,-0.35676513363669493,-40.50510509633844,19.345558048481905,1593028561.3415709,18.884197928439157,146.484375,16384,2400000.0,0.0
1023,1593364377.7581642,1595764377.7581642,1593604377.7581642,1595524377.7581642,2026-07-09T22:55:32.544555+00:00,1594564377.7581642,0.6539372511027199,-0.27645181824414455,-40.006824966093475,20.485601306534072,1594564377.7581642,19.831664055431354,146.484375,16384,2400000.0,0.0
1024,1594900194.1747572,1597300194.1747572,1595140194.1747572,1597060194.1747572,2026-07-09T22:55:32.603310+00:00,1596100194.1747572,0.5977621857201159,-0.3253929230584307,-40.28987301162313,19.7559355192357,1596100194.1747572,19.158173333515585,146.484375,16384,2400000.0,0.0
1025,1596436010.5913503,1598836010.5913503,1596676010.5913503,1598596010.5913503,2026-07-09T22:55:32.661077+00:00,1597636010.5913503,0.5593189564827391,-0.34843971767434756,-44.4883691800719,31.051042264968736,1598399780.1226003,30.491723308485998,146.484375,16384,2400000.0,0.0
